"
""I have a question agr humne wo 375 question kr liye and dev thoda bohot aata hai, pr humne usse show kaise krnge kisse company ko kyunki referal toh resume approval sey milta hai na, toh hamare pass toh koi showcase krne layak cheez hi nhi hai, toh wo hamara resume kaise dekhenge, I'm from tier 3 college, koi iska practical sol dey sakta hai kya""
"
"
How many questions u have solved didi
"
"
Thanks for this video on DSA
"
"
Helpful🌹... Thanks for a video😇
"
"
please aap gujarat me mat aana aapke wajah se nokri or placement me  fas jayene bache 🤣😂
"
"
Please add subtitles madam for people who can’t understand Hindi will have so much of help from your videos
"
"
Please advise on non technical people wanting to take up learning of data structures and algorithms and mathematics required for the same.
"
"
""Didi can you please create any vedio about what is software engineer and software engineering what is the roadmap to became software engineer after 10th I want step by step procedure....
If you did this for me I will be very thankful of you didi and I am sure that it will help many more like me.......
Didi please 😊""
"
"
""Hey can anyone suggest me? 
Abhi mai basic o level kr rhi engineering na kr rhi na krna h to kya DSA mujhe krna chahiye ya nhi waise mai age programming ka deep knowledge chahti hu to krna Beneficial hoga?""
"
"
Please Di DSA through C ka tutorial bhi bnaiye Please please
"
"
Didi I want to know what is software engineer?
"
"
""Make a detailed tutorial on Python as well, as your java tutorial""
"
"
thank you
"
"
Dii is coding is important for MBA ?
"
"
""Thanks, DI for explaining most easily ❤""
"
"
Love you
"
"
Very nice very helpful video. ..thanks maam....may God bless you
"
"
""Di pls make videos on aptitude also for non Science students how to start aptitude and all 
tysm 😀in advance""
"
"
di one thing is that you make short and crisps video or i must sy to the point. thats really good!!
"
"
Mam aap bahut hi achha smjhati ho superb mam
"
"
Simplilearn  is good or not for data science?
"
"
""Thank you so much, you given valuable information""
"
"
Didi please upload the playlist of C++.
"
"
""Didi hamai eak bat samaj mai nahi aa raha hai ki placement kai liya c++ coding karai ya c++ DSA 
*Coding aur dsa dono alag chej hai Kaya ki eak hi hai
* coding karai ya dsa hama samaj mai nahi aa raha hai ki dono eak hi hai ya alag alag please help🙏🙏""
"
"
Didi/anyone can tell me is it necessary to do competitive coding for maximum salary?
"
"
Play in 1.5x
"
"
madam i want to learn dsa and java.
"
"
tnx di
"
"
Thank you so much ma'am you are the greatest👌👌
"
"
""great mam
😍😍""
"
"
very very helpful video mam
"
"
thank ypu mam giving this better information
"
"
""Didi telling importance of DSA 
I'm looking her mehendi 😏😂""
"
"
""Hi ,
I am a BCA student
And  i wanna become full stack developer.
 I am in a stuck mind that to learn DSA mandatory for full stack developer?
If yes ,Java is useful for developer in DSA but in competitive programming c++ is useful for DSA.
Now which way should i get in?
It would be helpful for me to draw a conclusion if you people would guide me in this aspect.""
"
"
Mam plz add English subtitles for people who don't know Hindi from down south
"
"
please DSA ka full course upload kroo
"
"
""Siraddha di mera 12th math se nhi hai aur na hi koi tech background hai but am intrested in software field then how can do this please tell me 

Am so confuse for my career""
"
"
Thanks
"
"
Even Python does support OOPS concepts.
"
"
NICE GIRL
"
"
nice mehdi
"
"
Thanks for uploading it
"
"
Didi ek standard resume banane ka video banado pls🙂
"
"
Why don't you explain in English because I don't know Hindi. Actually your way of explaining is good but unable to understand.🥲🥲
"
"
Thanks...
"
"
Dii...you are really so sweet...& Inspiring girl...plz bataaye aap kya padate hai.
"
"
Didi java me dynamic programming hoti h ??
"
"
Didi  I am from Pakistan 🇵🇰 I learn coding from your channel and data structure algorithm all this and now I am working in adobe as a programer the only dream I have now to meet .Aman  bhaia and didi you And I am just 19 and I got my dream job just because of you and I am ready and excited if you take my interview ❤
"
"
The way of teaching is .......love u from Hyderabad
"
"
Thank you
"
"
""🙏ಧನ್ಯವಾದಗಳು🙏
👉❤ರೇವಣಸಿದ್ದ ಎನ್ ಕರಿಗೌಡರ್❤👈
🙏Thank you🙏
Revanasidda N Karigoudar""
"
"
Nice Job❤
"
"
""She's right, DSA teaches to write code with max efficiency, of course you can earn 1L/month without that but DSA unlocks so many paths. 
Eagerly awaiting for the DSA series. Thanks in advance""
"
"
Hello... didi please make video on opareting system... what to learn who to learn to make a opareting  system.... mobile opareting system or pc opareting system....
"
"
Mam plz reply mein cording karna chahti hun or Mera qualification arts 12 th pass he kya mein cording shikha sakti hun plz mam bahut urgent hei e reply plz mama reply me
"
"
Iove you 💜💞🔥
"
"
i am learning full stack developer and i want to in future software developer
"
"
""hi didi , can u make experi candidate switch company , make some video , good for us too""
"
"
Aap Dede  nahi Dream Teacher ho.. Dream Tech Teacher for New Lerner's
"
"
Shraddha Beta Keep growing 🏆💯and shining 🌟 Great work Beta ✌️
"
"
""what should we  do to get stippened intership plzz help 
me""
"
"
""Aaap teach karte raho aur ham learn karte rehenge👨‍💻
Thank you....""
"
"
Please make a video for Algorithm
"
"
""Best video for beginners. 
Thanks Aman sir and shardha mam ❤️❤️❤️""
"
"
universal truth - 100% students wants to roadmap.. but 0.1% follow these roadmap 🤣🤣🤣
"
"
You are really nice didi
"
"
Nice mehndi
"
"
Plz make a vdo that how we practice java and all from beginning...can we complete java in 1months??
"
"
Didi please dsa par ek full course wala video bnaye please ...dsa is must important in coding ..
"
"
A good engineer should be fluent in DSA. ☺️
"
"
DSA is one thing which good MNC want from student but the harsh truth  is college teaches in way to pass in exams not for placement at end we have to learn everything  on ourself
"
"
thanks for the info
"
"
thanks😅
"
"
Thank you so much. ✨✨✨
"
"
""I love You.
For your content.""
"
"
""Shraddha didi if you get free , please invest your some time for roadmap of DSA.


PLEASE PLEASE.""
"
"
DSA bnda kasy teek kary from beginning plzzz guide i want to learn python
"
"
Amazing di sach me aap bht deeply samjhate h u re great di❤❤
"
"
Thanks for video. Please help me . Can i create my own database like firebase...?
"
"
Didi cse(iot) per video banayeyi plz help me
"
"
""Hie  Shraddha  ,  please suggest me book  for GRAPHS .""
"
"
I think first videofor explain  this type of easy real life example
"
"
Excellent the way in which you are explaining the things and making it simpler to understand
"
"
DSA is important using which langauge?? C/C++ ya what?
"
"
Can you please make video on git and github in one shot
"
"
PLEASE DSA KA FULL COURSE UPLOAD KIJIYE DIDI..
"
"
CSA or IT which course has more scope in future and easy than other and financially affordable?
"
